ID;type;description;nbAns;Answer1;Answer2;Answer3;Answer4;Answer5;Answer6;Answer7;Answer8;Answer9;Answer10;Answer11;Valid1;Valid2;Valid3;Valid4;Valid5;Valid6;Valid7;Valid8;Valid9;Valid10;Valid11
89;SAP; Which type of view uses an inner join in a search help?;1;Database view;Maintenance view;Help view;Candidate key view;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
90;SAP; Which of the following functions does the ABAP Dispatcher perform?;2;It directs HTTP requests from an SAP system to a web server.;It enables communication between SAP systems and external application systems.;It distributes user requests among available work processes.;It communicates with other instances in the system.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
91;SAP; You have implemented a class CL_CUSTOMER in which you defined a private attribute. From where can you access this attribute directly?;2;From all methods of all subclasses of CL_CUSTOMER;From all methods of the class CL_CUSTOMER;From all methods of a class to which CL_CUSTOMER grants friendship;From any program using the class CL_CUSTOMER;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
92;SAP; You add the CREATE PROTECTED addition to a class definition.From where you can instantiate the class?;3;From a parent class;From a child class;From a friend class;From any protected class;From the class itself;NULL;NULL;NULL;NULL;NULL;NULL;0;1;1;0;1;NULL;NULL;NULL;NULL;NULL;NULL
93;SAP; Which of the following generic types can you use to define a field symbol that will be assigned to a character string?;3;Type xsequence;Type any;Type clike;Type any table;Type csequence;NULL;NULL;NULL;NULL;NULL;NULL;0;1;1;0;1;NULL;NULL;NULL;NULL;NULL;NULL
94;SAP; Under which circumstances will the classic Debugger start as the Debugger?;2;"None; the new Debugger will always start as the Debugger.";When five modes already exist for this logon session.;When the number of debugging sessions exceeds half the number of dialog sessions.;When you specify the default as the classic Debugger in the settings of the Object Navigator.;If you manually switched to the classic Debugger during your last session.;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL
95;SAP; Which type of transport task is used when you modify SAP standard objects?;1;Development/Correction;Workbench;Transport of copies;Repair;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
96;SAP; The code of an executable program does NOT contain any event keywords. What event block does the code belong to?;1;START-OF-SELECTION;INITIALIZATION;AT SELECTION-SCREEN;LOAD-OF-PROGRAM;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
97;SAP; In which event block can you overwrite the default value of a PARAMETERS field on the selection screen?;1;START-OF-SELECTION;AT SELECTION-SCREEN;PROCESS BEFORE OUTPUT;INITIALIZATION;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
98;SAP; How do you define an internal table in a private method of a class?;3;DATA lt_itab TYPE TABLE OF <Structure Type>;DATA lt_itab TYPE <Dictionary Table>;DATA lt_itabTYPE <Table Type>;DATA lt_itab TYPE TABLE OF < Dictionary Table >;DATA lt_itab TYPE TABLE OF <Dictionary Table > WITH HEADER LINE;NULL;NULL;NULL;NULL;NULL;NULL;1;0;1;1;0;NULL;NULL;NULL;NULL;NULL;NULL
99;SAP; What does a non-exclusive debugging mode mean? ;4;A roll-out is forced in the application after each Debugger view.;Someone else is debugging the same source code.;Debugging is not possible between the statements SELECT and ENDSELECT because the database cursor needs to be closed using a COMMIT.;Debugging is not possible for conversion or field exits.;Owing to the commit', ' inconsistent datasets can occur in the database.;It may be used anywhere in the landscape.;NULL;NULL;NULL;NULL;NULL;1;0;1;1;1;0;NULL;NULL;NULL;NULL;NULL
100;SAP; Which actions release a database lock? ;7;COMMIT WORK;ROLLBACK WORK;The display of an SAP screen;The display of a dialog message type E;The display of a dialog message type A;ENQUEUE_;DEQUEUE_;A call to a function module;A CALL TRANSACTION;A SUBMIT;An �/n� in the command field;1;0;1;1;1;0;0;0;1;1;1
101;SAP; What is the result of the following arithmetic operation?DATA: intTYPEI.int=5*(3/10).;1;1;2;1.5;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
102;SAP; In the technical settings for a transparent table', ' buffering is switched on and single record buffering is selected.Which statement uses the buffered data assuming that the WHERE clause contains restrictions for all key fields?;1;SELECT � . ENDSELECT.;SELECT SINGLE � .;SELECT � INTO TABLE � .;SELECT SINGLE � FOR UPDATE.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
103;SAP; You want to define data structures to hold two fields with data elements s_carr_id and s_carrname. Which of the following�declarations can be used to define this data structure?;2;TYPES: BEGIN OF gty_flight;DATA: BEGIN OF gs_flight', ';DATA BEGIN OF gs_flight', ';TYPES: BEGIN OF gs_flight', ';NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
104;SAP; Each work process� ;3;Is independent of other work processes.;Uses a pool of database connections established when the SAP NetWeaver Application Server ABAP started.;Uses a database connection to a work process established when the SAP NetWeaver Application Server ABAP started.;Can only make database changes within a single database LUW.;Can make database changes spanning multiple database LUWs.;NULL;NULL;NULL;NULL;NULL;NULL;1;0;1;1;0;NULL;NULL;NULL;NULL;NULL;NULL
105;SAP; What do you need to consider when creating a secondary index on a table?;2;The index must always be unique;The table will be updated more quickly if you create more indexes;The most frequently selected fields should be at the first positions in the index;The index can be created for specific database systems only;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
106;SAP; Which objects are automatically created when you create a new function group?;1;A function pool and two include programs;A function pool and two function modules;A function pool and two module pools;A function pool and two subroutine pools;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
107;SAP; What does a view do? ;4;Contains other views;Can be contained in a window;Contains windows;If entered by an inbound plug', ' can cause an event handler method to be called;Contains a view controller;NULL;NULL;NULL;NULL;NULL;NULL;1;1;0;1;1;NULL;NULL;NULL;NULL;NULL;NULL
108;SAP; Why should you bundle database updates in your dialog programs?;1;To process the SAP LUW within the database LUW to ensure data consistency;To be able to rollback database changes performed in the same dialog step;To avoid database locks set by an SQL statement that persists until the end of the program;To allow you to use SAP locks to ensure data consistency;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
109;SAP; Which of the following predefined data types are character types?;3;T;N;P;X;D;NULL;NULL;NULL;NULL;NULL;NULL;1;1;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL
110;SAP; What can you do with the code inspector?;2;Create only local inspections', ' objects sets and check variants;Create your own inspections', ' object sets and check variants;Create an object set to represent the programs and objects to be inspected;Choose from only the performance', ' security and user interface check categories;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
111;SAP; You define a database view A and maintenance view B in the ABAP dictionary.What restrictions apply to these views?;2;Only A can be used in the FROM clause of a SELECT statement;The tables joined in A must have foreign key relationships;The tables joined in B must have foreign key relationships;Only B can have either a left outer join or an inner join;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
112;SAP; What data type you can create in the ABAP Dictionary?Please choose the correct answer;NULL;Secondary index;Type group;Structure;Lock object;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
113;SAP; A screen has the following PAI flow logic:PROCESS AFTER INPUTFIELD A MODULE check_AFIELD B MODULE check_BCHAIN.FIELD: C', ' DMODULE check_CDENDCHAINCHAIN.FIELD: C', ' B.MODULE check_CBENDCHAINWhat happens if the application sends a type E message during the check_CB module processing?;1;The screen is displayed again without processing the PBO flow logic. Only fields B and C are ready for input;The screen is displayed again and the PBO flow logic is processed. Only fields B and C are ready for input.;The screen is NOT displayed again. Processing terminates and the user must restart the ABAP program.;The screen is displayed again without processing the PBO flow logic. All fields are ready for input.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
114;SAP; Which of the following ABAP statements throws an error at the syntax check?;1;DATA variable;DATA variable(5) TYPE n.;DATA variable(5) TYPE p.;DATA variable(5) TYPE t.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
115;SAP; You have the following class definition:CLASS lei_airplane DEFINITION.PUBLIC SECTION. METHODSset_passengers.PROTECTED SECTION.CONSTANTS:c_pos type ivalue 100. METHODS: get_passengers.PRIVATE SECTION.DATA: nw_passengers TYPEi. METHODS: set_attributes.ENDCLASS.Which components can be addressed directly from a subclass of classic_airplane?;3;SET_ATTRIBUTES;SET_PASSENGERS;MV_ PASSENGERS;GET_PASSENGERS;C_POS;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;1;1;NULL;NULL;NULL;NULL;NULL;NULL
116;SAP; Which assignment will lead to a conversion error?;1;An XSTRING type data object to a STRING type data object DATA.gv_xstring TYPE xstring', " gv_string TYPE string. gv_xstring = 'AF00'. gv_string = gv_xstring.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
117;SAP; What is the purpose of implicit enhancement points?;1;To add fields to an SAP database table;To add code to a standard SAP program;To change code in a standard SAP program;To create a secondary index for an SAP database table;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
118;SAP; How can you find customer exists in an ABAP program?;2;Search for �CL_EXTHANDLER� in the program.;Search for customer exists in the program documentation;Search for customer exists in the Repository Information System;Search for �CALL CUSTOMER� in the program;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
119;SAP; How can Unicode checks be made?;2;In any system (after release 6.10) by specifying the program has Unicode checks active;By running Transaction UCCHECK;Only in a Unicode system or as part of a conversion to a Unicode system;Cannot be enforced;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
120;SAP; You have created the following:- A class with an event definition- A handler class with a method ON EVT that handles this event- A report that instantiates the handler class-�A message statement that raises an exceptionHowever', ' the report does not react to the event. How do you analyze this issue?;3;Check if the event is triggered by setting a breakpoint at the MESSAGE ... RAISING ... statement.;Check if the implementation of the handler method ON_EVT contains the desired logic.;Check if the handler method is registered to the correct event.;Check if the event is triggered by setting a breakpoint at the RAISE EVENT statement;Check if the handler method ON_EVT is defined in a subroutine of the report.;NULL;NULL;NULL;NULL;NULL;NULL;0;1;1;1;0;NULL;NULL;NULL;NULL;NULL;NULL
121;SAP; Which statements are considered obsolete and cannot be used in ABAP Objects?Please select all the correct answers that apply.;NULL;TABLES;DATA ... TYPE ... OCCURS;DATA ... BEGIN OF ... OCCURS;INFOTYPES;RANGES;LEAVE;ON CHANGE OF;SEARCH;LOOP AT dbtab;NULL;NULL;1;1;1;1;1;1;1;1;1;NULL;NULL
122;SAP; Which of the following statements are true? ;2;A conversion routine can be assigned to a domain.;A conversion routine can be assigned to a data element.;You define the value range in the data element.;You can enter documentation for the data element in the ABAP Dictionary.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
123;SAP; Which of the following statements are true?;2;Standard tables can be accessed by index.;Standard tables cannot be accessed by index.;A sorted table is always accessed by a unique key.;Hashed tables are always accessed by index.;Hashed tables are accessed by a unique key.;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL
124;SAP; How can you search for classic Business Add-Ins (BAdIs)?;2;Search in the application program for the GET BADI statement.;Search in the application program for the method GET_ INSTANCE of class CL_EXITHANDLER.;Search the relevant component in the Implementation Guide (IMG).;Search in the application program for the CALL BADI statement.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
125;SAP; Which options are valid Open SQL?;3;FULL JOIN;LEFT OUTER JOIN;INNER JOIN;RIGHT OUTER JOIN;CROSS JOIN;NULL;NULL;NULL;NULL;NULL;NULL;0;1;1;1;0;NULL;NULL;NULL;NULL;NULL;NULL
126;SAP; If you are using external debugging (debugging of HTTP and RFC requests', '�which arrive in your ABAP system)', ' what will the Debugger do?;1;Always stop when the external breakpoint is reached.;"Never stop; external breakpoints operate on users other than your own.";May or may not stop', ' depending on external factors.;Do not stop when the external breakpoint is reached.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
127;SAP; Which of the following statements regarding search helps are true? ;3;You can use a maintenance view for the search help selection method.;You can use a database view for the search help selection method.;Help views can also be used for the selection method for search help.;You can use transparent tables for the search help selection method.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
128;SAP; Which of the following is correct?;1;The screen attributes can be modified in the PROCESS AFTER INPUT event block.;The screen attributes can be modified in the PROCESS BEFORE OUTPUT event block.;The screen attributes can be modified in the PROCESS BEFORE OUTPUT and PROCESS AFTER INPUT event blocks.;None of the above.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
129;SAP; When is a foreign key check performed on an input/output field?;1;If the field refers to the dictionary field for which a check table is defined;If the field refers to the dictionary field for which a append search is defined;If the field refers to the dictionary field for which a search is defined;If the field refers to the dictionary field for which a value help is defined;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
130;SAP; Which of the following must you do to be able to use a Business Add-in(BADI)?;2;Activate the enhancement project;Write code for methods;Modify the adapter class;Create the BADI implementation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
131;SAP; What does a Web Dynpro component contain?;3;Multiple views within a window;UI elements;Component controller;A context;Exactly one interface controller;NULL;NULL;NULL;NULL;NULL;NULL;1;0;1;0;1;NULL;NULL;NULL;NULL;NULL;NULL
132;SAP; Which of the following includes are generated when you create a function group?;1;LxxxxUXX;LxxxxF01;LxxxxTOP;LxxxxO01;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
